,,,,,,,,,,,,,,,
,□ 6Frame 기준 ELP data,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Table,seq,frame_lv1,frame_lv2,frame_lv3,variable_name,variable_label,variable_description,data_type,input_type,allowed_values,AI_gen_fl,AI_q_a_fl,essay_q_a_fl,Others
,,,기본 정보,,,user_id,ID,user 구분 key ID,text,text_short,,,,,
,ELP_CAREER,1,경험,전문성,,responsibility_domain_type,주요 경력 구분,주요 경력 내용 구분,categorical,single_select,Biz. 도메인 | 기능 도메인,Y,,,"ELP데이터를 통해 받은 주요 경력이 Biz 도메인인지, 기능 도메인인지 분류"
,ELP_CAREER,2,경험,전문성,,responsibility_domain_type_cat,주요 경력 영역,"주요 경력 내용(Biz. Or 기능)에 따른 상세 내용(ex. 반도체, 에너지 for Biz., 재무, 인사 for 기능)",text,text_short,,Y,,,
,ELP_CAREER,3,경험,전문성,,responsibility_domain_duration,경험 기간(개월),주요 경력 경험 기간(개월),numeric,number_input,,Y,,,
,PRO,1,경험,전문성,Biz. 도메인,expertise_domain_depth_question,전문 영역 이해 질문,AI가 후보자의 전문 분야에 대한 검증을 위해 생성한 질문,text,text_long,,,Y,,
,PRO,2,경험,전문성,Biz. 도메인,expertise_domain_depth_response,전문 영역 이해 응답,후보자가 본인의 전문 분야로 제시한 영역에 대해 AI가 생성한 검증 질문에 응답한 서술 내용.,text,text_long,,,Y,,
,PRO,3,경험,전문성,Biz. 도메인,expertise_domain_depth_score,전문 영역 이해 깊이 Y/N,전문 분야에 대한 AI 질문 응답을 기반으로 해당 영역에 대한 이해의 깊이와 응용 수준을 평가한 N점 척도 점수,ordinal,slider,0 | 1 | 2 | … | N,Y,,,
,PRO,4,경험,전문성,Biz. 도메인,external_speaking_engagements,외부 세미나·강연 이력,업무 전문성과 관련하여 외부 기관·학회·산업 행사 등에서 세미나 또는 강연을 진행한 이력에 대한 사실 정보,text,text_short,,,,Y,
,SUCCESS_EXP,1,경험,성공 경험,,success_experience_cat1,성공 경험 평가 축,성공경험의 성격을 구분하기 위한 변수,categorical,single_select,전략적 확장 | 사업 운영 최적화 | 위기 Turn-around | Global/AX 경험,,,Y,
,SUCCESS_EXP,2,경험,성공 경험,,success_experience_cat1_N,성공 경험 평가 축(N),성공경험의 성격을 구분하기 위한 변수(N),numeric,single_select,1 | 2 | 3 | 4,,,Y,
,SUCCESS_EXP,3,경험,성공 경험,,success_experience_cat2,성공 경험,성공 경험 성격의 세부 구분을 위한 변수,categorical,single_select,사업 성장 | 사업 발굴 및 런칭 | 인수합병 | 사업 P&L 및 포트폴리오 관리 | 프로세스 혁신 기반 운영 개선 | 고객(체널) 확장 | 저성과/위기 사업 관리 | 조직 및 인력 개편 | 재무 위기 극복 | 글로벌 사업 운영 | 디지털/AI혁신,,,Y,
,SUCCESS_EXP,4,경험,성공 경험,,success_experience_cat2_N,성공 경험(N),성공 경험 성격의 세부 구분을 위한 변수(N),numeric,single_select,1 | 2 | 3 | 4 | … | 11,,,Y,
